recall_segment,story_segment,mi
"So, she walks it to him one day and is like.","I said that he cried out, “Ego sum non an bestia,” which means “I am not an animal.” Which makes no sense.",0
"So, she walks it to him one day and is like.",I needed something.,0
"So, she walks it to him one day and is like.","I’m Catholic, Latin just comes to me.",0
"So, she walks it to him one day and is like.","So I finish my story and I hand it to Dwyer, and he reads and he says, “Pie Man?",0
"So, she walks it to him one day and is like.",I love it.,0
"So, she walks it to him one day and is like.",Page one.” And that’s how the first line got crossed.,0
"So, she walks it to him one day and is like.","A few days later, I get a letter.",0
"So, she walks it to him one day and is like.","It says, “Dear Jim, good story.",0
"So, she walks it to him one day and is like.",Nice details.,0
"So, she walks it to him one day and is like.","If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o’clock,” signed Pie Man.",0
"So, she walks it to him one day and is like.",So I was there with a photographer from the Ram.,0
"So, she walks it to him one day and is like.","And sure enough, out comes Sheila Beale, student-body president.",0
"So, she walks it to him one day and is like.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0
"So, she walks it to him one day and is like.",Sheila was well-bred.,0
"So, she walks it to him one day and is like.",Sheila had school spirit.,0
"So, she walks it to him one day and is like.",Sheila was the kind of student that Dean McGown wanted more of.,0
"So, she walks it to him one day and is like.",Although rumor had it that he got plenty of her in his office on his desk.,0
"So, she walks it to him one day and is like.","But that’s just a rumor, please do not spread it outside this rumor.",0
"So, she walks it to him one day and is like.",I myself would never say that.,0
"So, she walks it to him one day and is like.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"So, she walks it to him one day and is like.",The infamous “no more beer at barbecues” rule.,0
"So, she walks it to him one day and is like.","That’s right, boo that rule.",0
"So, she walks it to him one day and is like.",Sheila thought drinking in public was in poor taste.,0
"So, she walks it to him one day and is like.",I think you know what happened next.,0
"So, she walks it to him one day and is like.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, “Ego sum non an bestia.” Or at least that’s what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0
"So, she walks it to him one day and is like.",And that’s what made him a sensation on campus.,0
"So, she walks it to him one day and is like.",People started dressing like him and quoting him in class.,0
"So, she walks it to him one day and is like.","The Ram ran five major stories about Pie Man, all of them by me.",0
"So, she walks it to him one day and is like.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"So, she walks it to him one day and is like.",And now Angela and I had been flirting for two months.,0
"So, she walks it to him one day and is like.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"So, she walks it to him one day and is like.","So I, I saw her there and made a mental note to do nothing about it.",0
"So, she walks it to him one day and is like.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,80
"So, she walks it to him one day and is like.",And it was her.,0
"So, she walks it to him one day and is like.","And she said, “Jim, we were just talking about how you always seem to know when and where Pie Man will strike.",0
"So, she walks it to him one day and is like.","And we were wondering, are you Pie Man?” And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",0
"So, she walks it to him one day and is like.",And wasn’t I really Pie Man?,0
"So, she walks it to him one day and is like.",For having brought him into being.,0
"So, she walks it to him one day and is like.",Didn’t she only know about him through me?,0
"So, she walks it to him one day and is like.",But she had asked me a straightforward question that came with a straightforward answer.,0
"So, she walks it to him one day and is like.","In fact, I wasn’t Pie Man.",0
"So, she walks it to him one day and is like.","As far as I knew, I had never seen the guy out of costume.",0
"So, she walks it to him one day and is like.","So I looked at her and I said, “Yes, Angela.",0
"So, she walks it to him one day and is like.","I am Pie Man.” And she said, “Oh, good.",0
"So, she walks it to him one day and is like.",Now buy me a beer and tell me all about it.”,0
“How are you there every time the pie guy struck?,"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",0
“How are you there every time the pie guy struck?,"And one day I’m walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham’s traditionally working- to middle-class students with wealthier, more prestigious ones.",0
“How are you there every time the pie guy struck?,"So I whip out my notebook and I go up to him and I say, “Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn’t that be a betrayal of its mission?” And he stops and looks at me and he says, “Listen up, punk.” And right then, there’s a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan’s face.",0
“How are you there every time the pie guy struck?,And then runs away.,0
“How are you there every time the pie guy struck?,And the Dean is covered with cream.,0
“How are you there every time the pie guy struck?,"So I give him a moment, and then I say, “Dean McGowan, would you care to comment on this latest attack?” And the Dean says, “Yes, I would care to comment.",0
“How are you there every time the pie guy struck?,"Fuck you.” So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who’s a senior, and he will go on to win a Pulitzer Prize, that is true, and he’s a big guy.",0
“How are you there every time the pie guy struck?,"I pitch him my story, I tell him what I’ve seen, and he says, “Dean McGowan, that guy’s a dick.",0
“How are you there every time the pie guy struck?,"Write it up.” So I’m banging out my story and I know it’s good, and then I start to make it better, by adding an element of embellishment.",0
“How are you there every time the pie guy struck?,Reporters call this “making shit up.” And they recommend against crossing that line.,0
“How are you there every time the pie guy struck?,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
“How are you there every time the pie guy struck?,So the first I did was I gave the figure a name.,0
“How are you there every time the pie guy struck?,"I called him “Pie Man,” capital “P,” capital “M.” And I described him as a cape-wearing, masked avenger.",0
“How are you there every time the pie guy struck?,Though in fact he’d been capeless.,0
“How are you there every time the pie guy struck?,"And said that as he fled the scene, he clicked his heels in rakish glee.",0
“How are you there every time the pie guy struck?,And I gave him a catchphrase in Latin.,0
“How are you there every time the pie guy struck?,"I said that he cried out, “Ego sum non an bestia,” which means “I am not an animal.” Which makes no sense.",0
“How are you there every time the pie guy struck?,I needed something.,0
“How are you there every time the pie guy struck?,"I’m Catholic, Latin just comes to me.",0
“How are you there every time the pie guy struck?,"So I finish my story and I hand it to Dwyer, and he reads and he says, “Pie Man?",0
“How are you there every time the pie guy struck?,I love it.,0
“How are you there every time the pie guy struck?,Page one.” And that’s how the first line got crossed.,0
“How are you there every time the pie guy struck?,"A few days later, I get a letter.",0
“How are you there every time the pie guy struck?,"It says, “Dear Jim, good story.",0
“How are you there every time the pie guy struck?,Nice details.,0
“How are you there every time the pie guy struck?,"If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o’clock,” signed Pie Man.",0
“How are you there every time the pie guy struck?,So I was there with a photographer from the Ram.,0
“How are you there every time the pie guy struck?,"And sure enough, out comes Sheila Beale, student-body president.",0
“How are you there every time the pie guy struck?,And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0
“How are you there every time the pie guy struck?,Sheila was well-bred.,0
“How are you there every time the pie guy struck?,Sheila had school spirit.,0
“How are you there every time the pie guy struck?,Sheila was the kind of student that Dean McGown wanted more of.,0
“How are you there every time the pie guy struck?,Although rumor had it that he got plenty of her in his office on his desk.,0
“How are you there every time the pie guy struck?,"But that’s just a rumor, please do not spread it outside this rumor.",0
“How are you there every time the pie guy struck?,I myself would never say that.,0
“How are you there every time the pie guy struck?,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
“How are you there every time the pie guy struck?,The infamous “no more beer at barbecues” rule.,0
“How are you there every time the pie guy struck?,"That’s right, boo that rule.",0
“How are you there every time the pie guy struck?,Sheila thought drinking in public was in poor taste.,0
“How are you there every time the pie guy struck?,I think you know what happened next.,0
“How are you there every time the pie guy struck?,"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, “Ego sum non an bestia.” Or at least that’s what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0
“How are you there every time the pie guy struck?,And that’s what made him a sensation on campus.,0
“How are you there every time the pie guy struck?,People started dressing like him and quoting him in class.,0
“How are you there every time the pie guy struck?,"The Ram ran five major stories about Pie Man, all of them by me.",0
“How are you there every time the pie guy struck?,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
“How are you there every time the pie guy struck?,And now Angela and I had been flirting for two months.,0
“How are you there every time the pie guy struck?,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
“How are you there every time the pie guy struck?,"So I, I saw her there and made a mental note to do nothing about it.",0
“How are you there every time the pie guy struck?,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
“How are you there every time the pie guy struck?,And it was her.,0
“How are you there every time the pie guy struck?,"And she said, “Jim, we were just talking about how you always seem to know when and where Pie Man will strike.",85
“How are you there every time the pie guy struck?,"And we were wondering, are you Pie Man?” And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",0
“How are you there every time the pie guy struck?,And wasn’t I really Pie Man?,0
“How are you there every time the pie guy struck?,For having brought him into being.,0
“How are you there every time the pie guy struck?,Didn’t she only know about him through me?,0
“How are you there every time the pie guy struck?,But she had asked me a straightforward question that came with a straightforward answer.,0
“How are you there every time the pie guy struck?,"In fact, I wasn’t Pie Man.",0
“How are you there every time the pie guy struck?,"As far as I knew, I had never seen the guy out of costume.",0
“How are you there every time the pie guy struck?,"So I looked at her and I said, “Yes, Angela.",0
“How are you there every time the pie guy struck?,"I am Pie Man.” And she said, “Oh, good.",0
“How are you there every time the pie guy struck?,Now buy me a beer and tell me all about it.”,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","And one day I’m walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham’s traditionally working- to middle-class students with wealthier, more prestigious ones.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","So I whip out my notebook and I go up to him and I say, “Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn’t that be a betrayal of its mission?” And he stops and looks at me and he says, “Listen up, punk.” And right then, there’s a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan’s face.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",And then runs away.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",And the Dean is covered with cream.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","So I give him a moment, and then I say, “Dean McGowan, would you care to comment on this latest attack?” And the Dean says, “Yes, I would care to comment.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","Fuck you.” So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who’s a senior, and he will go on to win a Pulitzer Prize, that is true, and he’s a big guy.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","I pitch him my story, I tell him what I’ve seen, and he says, “Dean McGowan, that guy’s a dick.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","Write it up.” So I’m banging out my story and I know it’s good, and then I start to make it better, by adding an element of embellishment.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Reporters call this “making shit up.” And they recommend against crossing that line.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",So the first I did was I gave the figure a name.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","I called him “Pie Man,” capital “P,” capital “M.” And I described him as a cape-wearing, masked avenger.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Though in fact he’d been capeless.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","And said that as he fled the scene, he clicked his heels in rakish glee.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",And I gave him a catchphrase in Latin.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","I said that he cried out, “Ego sum non an bestia,” which means “I am not an animal.” Which makes no sense.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",I needed something.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","I’m Catholic, Latin just comes to me.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","So I finish my story and I hand it to Dwyer, and he reads and he says, “Pie Man?",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",I love it.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Page one.” And that’s how the first line got crossed.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","A few days later, I get a letter.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","It says, “Dear Jim, good story.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Nice details.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o’clock,” signed Pie Man.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",So I was there with a photographer from the Ram.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","And sure enough, out comes Sheila Beale, student-body president.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Sheila was well-bred.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Sheila had school spirit.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Sheila was the kind of student that Dean McGown wanted more of.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Although rumor had it that he got plenty of her in his office on his desk.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","But that’s just a rumor, please do not spread it outside this rumor.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",I myself would never say that.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",The infamous “no more beer at barbecues” rule.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","That’s right, boo that rule.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Sheila thought drinking in public was in poor taste.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",I think you know what happened next.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, “Ego sum non an bestia.” Or at least that’s what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",And that’s what made him a sensation on campus.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",People started dressing like him and quoting him in class.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","The Ram ran five major stories about Pie Man, all of them by me.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",And now Angela and I had been flirting for two months.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","So I, I saw her there and made a mental note to do nothing about it.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",And it was her.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","And she said, “Jim, we were just talking about how you always seem to know when and where Pie Man will strike.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","And we were wondering, are you Pie Man?” And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",95
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",And wasn’t I really Pie Man?,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",For having brought him into being.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Didn’t she only know about him through me?,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",But she had asked me a straightforward question that came with a straightforward answer.,0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","In fact, I wasn’t Pie Man.",90
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","As far as I knew, I had never seen the guy out of costume.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","So I looked at her and I said, “Yes, Angela.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.","I am Pie Man.” And she said, “Oh, good.",0
"Are you pie guy?” and he was not pie guy, and he knew he wasn’t a guy but he also thought that if he told this girl that he was pie guy, that she would have sex with him.",Now buy me a beer and tell me all about it.”,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","And one day I’m walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham’s traditionally working- to middle-class students with wealthier, more prestigious ones.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","So I whip out my notebook and I go up to him and I say, “Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn’t that be a betrayal of its mission?” And he stops and looks at me and he says, “Listen up, punk.” And right then, there’s a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan’s face.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",And then runs away.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",And the Dean is covered with cream.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","So I give him a moment, and then I say, “Dean McGowan, would you care to comment on this latest attack?” And the Dean says, “Yes, I would care to comment.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","Fuck you.” So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who’s a senior, and he will go on to win a Pulitzer Prize, that is true, and he’s a big guy.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","I pitch him my story, I tell him what I’ve seen, and he says, “Dean McGowan, that guy’s a dick.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","Write it up.” So I’m banging out my story and I know it’s good, and then I start to make it better, by adding an element of embellishment.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",Reporters call this “making shit up.” And they recommend against crossing that line.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",So the first I did was I gave the figure a name.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","I called him “Pie Man,” capital “P,” capital “M.” And I described him as a cape-wearing, masked avenger.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",Though in fact he’d been capeless.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","And said that as he fled the scene, he clicked his heels in rakish glee.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",And I gave him a catchphrase in Latin.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","I said that he cried out, “Ego sum non an bestia,” which means “I am not an animal.” Which makes no sense.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",I needed something.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","I’m Catholic, Latin just comes to me.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","So I finish my story and I hand it to Dwyer, and he reads and he says, “Pie Man?",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",I love it.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",Page one.” And that’s how the first line got crossed.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","A few days later, I get a letter.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","It says, “Dear Jim, good story.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",Nice details.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o’clock,” signed Pie Man.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",So I was there with a photographer from the Ram.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","And sure enough, out comes Sheila Beale, student-body president.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",Sheila was well-bred.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",Sheila had school spirit.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",Sheila was the kind of student that Dean McGown wanted more of.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",Although rumor had it that he got plenty of her in his office on his desk.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","But that’s just a rumor, please do not spread it outside this rumor.",0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.",I myself would never say that.,0
"So, he decided to lie to her and tell her that he was pie guy, because he thought – basically, the same difference, because she wouldn't have even known who the pie guy was unless he told her who pie guy was.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
