cause_segment,effect_segment,causality_score
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
Sheila was well-bred.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
Sheila had school spirit.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
Sheila was the kind of student that Dean McGown wanted more of.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
Although rumor had it that he got plenty of her in his office on his desk.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"But that's just a rumor, please do not spread it outside this rumor.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
I myself would never say that.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"The infamous ""no more beer at barbecues"" rule.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"That's right, boo that rule.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
Sheila thought drinking in public was in poor taste.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
I think you know what happened next.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
And that's what made him a sensation on campus.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
People started dressing like him and quoting him in class.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"The Ram ran five major stories about Pie Man, all of them by me.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
And now Angela and I had been flirting for two months.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"So I, I saw her there and made a mental note to do nothing about it.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
And it was her.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
And wasn't I really Pie Man?,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
For having brought him into being.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
Didn't she only know about him through me?,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
But she had asked me a straightforward question that came with a straightforward answer.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"In fact, I wasn't Pie Man.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"As far as I knew, I had never seen the guy out of costume.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",And now Angela and I had been flirting for two months.,0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",And now Angela and I had been flirting for two months.,0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",And now Angela and I had been flirting for two months.,0
"And he stops and looks at me and he says, ""Listen up, punk.""",And now Angela and I had been flirting for two months.,0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",And now Angela and I had been flirting for two months.,0
And then runs away.,And now Angela and I had been flirting for two months.,0
And the Dean is covered with cream.,And now Angela and I had been flirting for two months.,0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",And now Angela and I had been flirting for two months.,0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""",And now Angela and I had been flirting for two months.,0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",And now Angela and I had been flirting for two months.,0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",And now Angela and I had been flirting for two months.,0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",And now Angela and I had been flirting for two months.,0
"Reporters call this ""making shit up.""",And now Angela and I had been flirting for two months.,0
And they recommend against crossing that line.,And now Angela and I had been flirting for two months.,0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",And now Angela and I had been flirting for two months.,0
So the first I did was I gave the figure a name.,And now Angela and I had been flirting for two months.,0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",And now Angela and I had been flirting for two months.,0
Though in fact he'd been capeless.,And now Angela and I had been flirting for two months.,0
"And said that as he fled the scene, he clicked his heels in rakish glee.",And now Angela and I had been flirting for two months.,0
And I gave him a catchphrase in Latin.,And now Angela and I had been flirting for two months.,0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",And now Angela and I had been flirting for two months.,0
Which makes no sense.,And now Angela and I had been flirting for two months.,0
I needed something.,And now Angela and I had been flirting for two months.,0
"I'm Catholic, Latin just comes to me.",And now Angela and I had been flirting for two months.,0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",And now Angela and I had been flirting for two months.,0
And that's how the first line got crossed.,And now Angela and I had been flirting for two months.,0
"A few days later, I get a letter.",And now Angela and I had been flirting for two months.,0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",And now Angela and I had been flirting for two months.,0
So I was there with a photographer from the Ram.,And now Angela and I had been flirting for two months.,0
"And sure enough, out comes Sheila Beale, student-body president.",And now Angela and I had been flirting for two months.,0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,And now Angela and I had been flirting for two months.,0
Sheila was well-bred.,And now Angela and I had been flirting for two months.,0
Sheila had school spirit.,And now Angela and I had been flirting for two months.,0
Sheila was the kind of student that Dean McGown wanted more of.,And now Angela and I had been flirting for two months.,0
Although rumor had it that he got plenty of her in his office on his desk.,And now Angela and I had been flirting for two months.,0
"But that's just a rumor, please do not spread it outside this rumor.",And now Angela and I had been flirting for two months.,0
I myself would never say that.,And now Angela and I had been flirting for two months.,0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",And now Angela and I had been flirting for two months.,0
"The infamous ""no more beer at barbecues"" rule.",And now Angela and I had been flirting for two months.,0
"That's right, boo that rule.",And now Angela and I had been flirting for two months.,0
Sheila thought drinking in public was in poor taste.,And now Angela and I had been flirting for two months.,0
I think you know what happened next.,And now Angela and I had been flirting for two months.,0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",And now Angela and I had been flirting for two months.,0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",And now Angela and I had been flirting for two months.,0
And that's what made him a sensation on campus.,And now Angela and I had been flirting for two months.,0
People started dressing like him and quoting him in class.,And now Angela and I had been flirting for two months.,0
"The Ram ran five major stories about Pie Man, all of them by me.",And now Angela and I had been flirting for two months.,0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",And now Angela and I had been flirting for two months.,0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",And now Angela and I had been flirting for two months.,0
"So I, I saw her there and made a mental note to do nothing about it.",And now Angela and I had been flirting for two months.,0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,And now Angela and I had been flirting for two months.,0
And it was her.,And now Angela and I had been flirting for two months.,0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",And now Angela and I had been flirting for two months.,0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",And now Angela and I had been flirting for two months.,0
And wasn't I really Pie Man?,And now Angela and I had been flirting for two months.,0
For having brought him into being.,And now Angela and I had been flirting for two months.,0
Didn't she only know about him through me?,And now Angela and I had been flirting for two months.,0
But she had asked me a straightforward question that came with a straightforward answer.,And now Angela and I had been flirting for two months.,0
"In fact, I wasn't Pie Man.",And now Angela and I had been flirting for two months.,0
"As far as I knew, I had never seen the guy out of costume.",And now Angela and I had been flirting for two months.,0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",And now Angela and I had been flirting for two months.,0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",And now Angela and I had been flirting for two months.,0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"And he stops and looks at me and he says, ""Listen up, punk.""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And then runs away.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And the Dean is covered with cream.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"Reporters call this ""making shit up.""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And they recommend against crossing that line.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
So the first I did was I gave the figure a name.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
Though in fact he'd been capeless.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"And said that as he fled the scene, he clicked his heels in rakish glee.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And I gave him a catchphrase in Latin.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
Which makes no sense.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
I needed something.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"I'm Catholic, Latin just comes to me.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And that's how the first line got crossed.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"A few days later, I get a letter.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
So I was there with a photographer from the Ram.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"And sure enough, out comes Sheila Beale, student-body president.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
Sheila was well-bred.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
Sheila had school spirit.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
Sheila was the kind of student that Dean McGown wanted more of.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
Although rumor had it that he got plenty of her in his office on his desk.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"But that's just a rumor, please do not spread it outside this rumor.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
I myself would never say that.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"The infamous ""no more beer at barbecues"" rule.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"That's right, boo that rule.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
Sheila thought drinking in public was in poor taste.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
I think you know what happened next.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And that's what made him a sensation on campus.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
People started dressing like him and quoting him in class.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"The Ram ran five major stories about Pie Man, all of them by me.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And now Angela and I had been flirting for two months.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",2
"So I, I saw her there and made a mental note to do nothing about it.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And it was her.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
And wasn't I really Pie Man?,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
For having brought him into being.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
Didn't she only know about him through me?,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
But she had asked me a straightforward question that came with a straightforward answer.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"In fact, I wasn't Pie Man.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"As far as I knew, I had never seen the guy out of costume.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.","So I, I saw her there and made a mental note to do nothing about it.",0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.","So I, I saw her there and made a mental note to do nothing about it.",0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""","So I, I saw her there and made a mental note to do nothing about it.",0
"And he stops and looks at me and he says, ""Listen up, punk.""","So I, I saw her there and made a mental note to do nothing about it.",0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.","So I, I saw her there and made a mental note to do nothing about it.",0
And then runs away.,"So I, I saw her there and made a mental note to do nothing about it.",0
And the Dean is covered with cream.,"So I, I saw her there and made a mental note to do nothing about it.",0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""","So I, I saw her there and made a mental note to do nothing about it.",0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""","So I, I saw her there and made a mental note to do nothing about it.",0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.","So I, I saw her there and made a mental note to do nothing about it.",0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""","So I, I saw her there and made a mental note to do nothing about it.",0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.","So I, I saw her there and made a mental note to do nothing about it.",0
"Reporters call this ""making shit up.""","So I, I saw her there and made a mental note to do nothing about it.",0
And they recommend against crossing that line.,"So I, I saw her there and made a mental note to do nothing about it.",0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.","So I, I saw her there and made a mental note to do nothing about it.",0
So the first I did was I gave the figure a name.,"So I, I saw her there and made a mental note to do nothing about it.",0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.","So I, I saw her there and made a mental note to do nothing about it.",0
Though in fact he'd been capeless.,"So I, I saw her there and made a mental note to do nothing about it.",0
"And said that as he fled the scene, he clicked his heels in rakish glee.","So I, I saw her there and made a mental note to do nothing about it.",0
And I gave him a catchphrase in Latin.,"So I, I saw her there and made a mental note to do nothing about it.",0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""","So I, I saw her there and made a mental note to do nothing about it.",0
Which makes no sense.,"So I, I saw her there and made a mental note to do nothing about it.",0
I needed something.,"So I, I saw her there and made a mental note to do nothing about it.",0
"I'm Catholic, Latin just comes to me.","So I, I saw her there and made a mental note to do nothing about it.",0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""","So I, I saw her there and made a mental note to do nothing about it.",0
And that's how the first line got crossed.,"So I, I saw her there and made a mental note to do nothing about it.",0
"A few days later, I get a letter.","So I, I saw her there and made a mental note to do nothing about it.",0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.","So I, I saw her there and made a mental note to do nothing about it.",0
So I was there with a photographer from the Ram.,"So I, I saw her there and made a mental note to do nothing about it.",0
"And sure enough, out comes Sheila Beale, student-body president.","So I, I saw her there and made a mental note to do nothing about it.",0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,"So I, I saw her there and made a mental note to do nothing about it.",0
Sheila was well-bred.,"So I, I saw her there and made a mental note to do nothing about it.",0
Sheila had school spirit.,"So I, I saw her there and made a mental note to do nothing about it.",0
Sheila was the kind of student that Dean McGown wanted more of.,"So I, I saw her there and made a mental note to do nothing about it.",0
Although rumor had it that he got plenty of her in his office on his desk.,"So I, I saw her there and made a mental note to do nothing about it.",0
"But that's just a rumor, please do not spread it outside this rumor.","So I, I saw her there and made a mental note to do nothing about it.",0
I myself would never say that.,"So I, I saw her there and made a mental note to do nothing about it.",0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.","So I, I saw her there and made a mental note to do nothing about it.",0
"The infamous ""no more beer at barbecues"" rule.","So I, I saw her there and made a mental note to do nothing about it.",0
"That's right, boo that rule.","So I, I saw her there and made a mental note to do nothing about it.",0
Sheila thought drinking in public was in poor taste.,"So I, I saw her there and made a mental note to do nothing about it.",0
I think you know what happened next.,"So I, I saw her there and made a mental note to do nothing about it.",0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""","So I, I saw her there and made a mental note to do nothing about it.",0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.","So I, I saw her there and made a mental note to do nothing about it.",0
And that's what made him a sensation on campus.,"So I, I saw her there and made a mental note to do nothing about it.",0
People started dressing like him and quoting him in class.,"So I, I saw her there and made a mental note to do nothing about it.",0
"The Ram ran five major stories about Pie Man, all of them by me.","So I, I saw her there and made a mental note to do nothing about it.",0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.","So I, I saw her there and made a mental note to do nothing about it.",5
And now Angela and I had been flirting for two months.,"So I, I saw her there and made a mental note to do nothing about it.",0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.","So I, I saw her there and made a mental note to do nothing about it.",2
And then I went to the bar to buy a round and I felt a tap on my shoulder.,"So I, I saw her there and made a mental note to do nothing about it.",0
And it was her.,"So I, I saw her there and made a mental note to do nothing about it.",0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""","So I, I saw her there and made a mental note to do nothing about it.",0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.","So I, I saw her there and made a mental note to do nothing about it.",0
And wasn't I really Pie Man?,"So I, I saw her there and made a mental note to do nothing about it.",0
For having brought him into being.,"So I, I saw her there and made a mental note to do nothing about it.",0
Didn't she only know about him through me?,"So I, I saw her there and made a mental note to do nothing about it.",0
But she had asked me a straightforward question that came with a straightforward answer.,"So I, I saw her there and made a mental note to do nothing about it.",0
"In fact, I wasn't Pie Man.","So I, I saw her there and made a mental note to do nothing about it.",0
"As far as I knew, I had never seen the guy out of costume.","So I, I saw her there and made a mental note to do nothing about it.",0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""","So I, I saw her there and made a mental note to do nothing about it.",0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""","So I, I saw her there and made a mental note to do nothing about it.",0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"And he stops and looks at me and he says, ""Listen up, punk.""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
And then runs away.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
And the Dean is covered with cream.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"Reporters call this ""making shit up.""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
And they recommend against crossing that line.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
