recall_segment,story_segment,quality_score,summary
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.","The Ram ran five major stories about Pie Man, all of them by me.",0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.",And now Angela and I had been flirting for two months.,0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.","So I, I saw her there and made a mental note to do nothing about it.",0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.",And it was her.,0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.",And wasn't I really Pie Man?,0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.",For having brought him into being.,0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.",Didn't she only know about him through me?,0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.",But she had asked me a straightforward question that came with a straightforward answer.,0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.","In fact, I wasn't Pie Man.",0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.","As far as I knew, I had never seen the guy out of costume.",0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",0,
"He's sitting at the bar and he drinks and he sees this girl that he's been having a crush on for two months in class, but she never acknowledged him and stuff, but then she comes up to him and asks him like, ""You seem to always know where Pie Man is.","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",0,
"Are you actually Pie Man?""","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",0,
"Are you actually Pie Man?""","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",0,
"Are you actually Pie Man?""","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",0,
"Are you actually Pie Man?""","And he stops and looks at me and he says, ""Listen up, punk.""",0,
"Are you actually Pie Man?""","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",0,
"Are you actually Pie Man?""",And then runs away.,0,
"Are you actually Pie Man?""",And the Dean is covered with cream.,0,
"Are you actually Pie Man?""","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",0,
"Are you actually Pie Man?""","And the Dean says, ""Yes, I would care to comment. Fuck you.""",0,
"Are you actually Pie Man?""","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",0,
"Are you actually Pie Man?""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0,
"Are you actually Pie Man?""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0,
"Are you actually Pie Man?""","Reporters call this ""making shit up.""",0,
"Are you actually Pie Man?""",And they recommend against crossing that line.,0,
"Are you actually Pie Man?""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0,
"Are you actually Pie Man?""",So the first I did was I gave the figure a name.,0,
"Are you actually Pie Man?""","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",0,
"Are you actually Pie Man?""",Though in fact he'd been capeless.,0,
"Are you actually Pie Man?""","And said that as he fled the scene, he clicked his heels in rakish glee.",0,
"Are you actually Pie Man?""",And I gave him a catchphrase in Latin.,0,
"Are you actually Pie Man?""","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",0,
"Are you actually Pie Man?""",Which makes no sense.,0,
"Are you actually Pie Man?""",I needed something.,0,
"Are you actually Pie Man?""","I'm Catholic, Latin just comes to me.",0,
"Are you actually Pie Man?""","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",0,
"Are you actually Pie Man?""",And that's how the first line got crossed.,0,
"Are you actually Pie Man?""","A few days later, I get a letter.",0,
"Are you actually Pie Man?""","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",0,
"Are you actually Pie Man?""",So I was there with a photographer from the Ram.,0,
"Are you actually Pie Man?""","And sure enough, out comes Sheila Beale, student-body president.",0,
"Are you actually Pie Man?""",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0,
"Are you actually Pie Man?""",Sheila was well-bred.,0,
"Are you actually Pie Man?""",Sheila had school spirit.,0,
"Are you actually Pie Man?""",Sheila was the kind of student that Dean McGown wanted more of.,0,
"Are you actually Pie Man?""",Although rumor had it that he got plenty of her in his office on his desk.,0,
"Are you actually Pie Man?""","But that's just a rumor, please do not spread it outside this rumor.",0,
"Are you actually Pie Man?""",I myself would never say that.,0,
"Are you actually Pie Man?""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0,
"Are you actually Pie Man?""","The infamous ""no more beer at barbecues"" rule.",0,
"Are you actually Pie Man?""","That's right, boo that rule.",0,
"Are you actually Pie Man?""",Sheila thought drinking in public was in poor taste.,0,
"Are you actually Pie Man?""",I think you know what happened next.,0,
"Are you actually Pie Man?""","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",0,
"Are you actually Pie Man?""","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0,
"Are you actually Pie Man?""",And that's what made him a sensation on campus.,0,
"Are you actually Pie Man?""",People started dressing like him and quoting him in class.,0,
"Are you actually Pie Man?""","The Ram ran five major stories about Pie Man, all of them by me.",0,
"Are you actually Pie Man?""","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0,
"Are you actually Pie Man?""",And now Angela and I had been flirting for two months.,0,
"Are you actually Pie Man?""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0,
"Are you actually Pie Man?""","So I, I saw her there and made a mental note to do nothing about it.",0,
"Are you actually Pie Man?""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0,
"Are you actually Pie Man?""",And it was her.,0,
"Are you actually Pie Man?""","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",0,
"Are you actually Pie Man?""","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",0,
"Are you actually Pie Man?""",And wasn't I really Pie Man?,0,
"Are you actually Pie Man?""",For having brought him into being.,0,
"Are you actually Pie Man?""",Didn't she only know about him through me?,0,
"Are you actually Pie Man?""",But she had asked me a straightforward question that came with a straightforward answer.,0,
"Are you actually Pie Man?""","In fact, I wasn't Pie Man.",0,
"Are you actually Pie Man?""","As far as I knew, I had never seen the guy out of costume.",0,
"Are you actually Pie Man?""","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",0,
"Are you actually Pie Man?""","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","And he stops and looks at me and he says, ""Listen up, punk.""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And then runs away.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And the Dean is covered with cream.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","And the Dean says, ""Yes, I would care to comment. Fuck you.""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","Reporters call this ""making shit up.""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And they recommend against crossing that line.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",So the first I did was I gave the figure a name.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",Though in fact he'd been capeless.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","And said that as he fled the scene, he clicked his heels in rakish glee.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And I gave him a catchphrase in Latin.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",Which makes no sense.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",I needed something.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","I'm Catholic, Latin just comes to me.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And that's how the first line got crossed.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","A few days later, I get a letter.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",So I was there with a photographer from the Ram.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","And sure enough, out comes Sheila Beale, student-body president.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",Sheila was well-bred.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",Sheila had school spirit.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",Sheila was the kind of student that Dean McGown wanted more of.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",Although rumor had it that he got plenty of her in his office on his desk.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","But that's just a rumor, please do not spread it outside this rumor.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",I myself would never say that.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","The infamous ""no more beer at barbecues"" rule.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","That's right, boo that rule.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",Sheila thought drinking in public was in poor taste.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",I think you know what happened next.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And that's what made him a sensation on campus.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",People started dressing like him and quoting him in class.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","The Ram ran five major stories about Pie Man, all of them by me.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And now Angela and I had been flirting for two months.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","So I, I saw her there and made a mental note to do nothing about it.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And it was her.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",And wasn't I really Pie Man?,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",For having brought him into being.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",Didn't she only know about him through me?,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.",But she had asked me a straightforward question that came with a straightforward answer.,0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","In fact, I wasn't Pie Man.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","As far as I knew, I had never seen the guy out of costume.",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",0,
"The guy, obviously, he knows he's not Pie Man and he shouldn't say he is Pie Man, but he thinks that since he created the idea of Pie Man, this entire image of Pie Man, and he's the only one telling these stories of Pie Man, he could say that he's Pie Man.","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","And he stops and looks at me and he says, ""Listen up, punk.""",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",And then runs away.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.",And the Dean is covered with cream.,0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",0,
"So, he says he's Pie Man and he says he's Pie Man because he thinks that if he says that he's Pie Man, then this girl that he had a crush on would also want to be something, like have sex with him as well, and then the story ends.","And the Dean says, ""Yes, I would care to comment. Fuck you.""",0,
